,Unnamed: 0,ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
18908,18908,4883568,Domestic assembly,Used car,Sedan,30,White,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,8.7,"Genuine Mercedes-Benz sells and liquidates the car #E200_Exclusive_V1 Car manufactured in 2022, first registered in 2023 Condition: new car with 30km long-term warranty 3 years long-term warranty With many other attractive gifts Mercedes-Benz E200 v1 Exclusive Many upgrades new features âœ“ Wireless charging function for the front seats âœ“ 13-speaker Burmester surround sound system with maximum capacity of 590W âœ“ Blind spot warning support system âœ“360 camera Price includes on-road fee",Mercedes-Benz,E200,2022.0,Mercedes Benz E class E200 Exclusive 2022,2 Billion 490 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4883568,2.49
18922,18922,4883670,Domestic assembly,Used car,Sedan,20,Black,Cream,4,5,Petrol,2.4,Manual,FWD - Front-wheel drive,9.6," Toyota 2.4 production 203 original car, anyone interested can contact for more information",Toyota,Camry,2003.0,Toyota Camry 2.4G 2003,195 Million,https://bonbanh.com/xe-toyota-camry-2.4g-2003-4883670,0.195
18928,18928,4883699,Domestic assembly,Used car,SUV,19,Black,Black,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4,"Dock!! Mercedes-Benz GLC 200 4MATIC black with black interior, 19km surfing - Mercedes-Benz GLC 200 4MATIC is equipped with a completely new generation of engine code M264, 4 in-line cylinders, 2.0 L capacity using turbocharging Dual intake manifold (twin-scroll), producing 197 horsepower - Equipped with a digital dashboard with 12.3-inch screen, 5V charging port (USB type C) for the rear seats, wireless charging function Smartphone cord in the front seats, new generation MBUX entertainment system with 10.25-inch touch screen, Bluetooth connection, LINGUATRONIC voice control function â€“ activated via the command â€œHey Mercedes â€ and the ability to connect Apple CarPlay, Android Auto.,...The car is crash-free, not flooded, car sales with warranty, support to buy cars in installments, factory testing included,...If you need Please contact for more detailed information!",Mercedes-Benz,GLC200,2022.0,Mercedes Benz GLC 200 4Matic 2022,2 Billion 30 Million,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-4883699,2.03
18930,18930,4883706,Imported,Used car,SUV,20,White,Black,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),9.8,"GLE 450 white with black interior, extremely new 20km super glider - Equipped with a new generation 3.0L I6 engine system with maximum capacity of 367hp at 5500-6100 rpm, Maximum torque of 550Nm combined 9G-Tronic 9-speed automatic transmission with 4MATIC full-time 4-wheel drive system - Equipped with: + DIRECT SELECT semi-automatic gear shift lever behind the steering wheel + DYNAMIC SELECT switch cluster with 5 operating modes + Camera reverse+Multi-Beam LED front light cluster with integrated LED daytime running lights+Turn signal lights on the rearview mirror, rear light cluster & third brake light with LED technology+Automatic anti-glare rearview mirror; Electrically adjustable & folding exterior rearview mirrors+Active Parking Assist active parking assistance system with integrated PARKTRONIC+Attention warning function ATTENTION ASSISTXVehicles are collision-free, flood-proof, car sales with warranty, support Buying a car in installments, including brand testing, etc. If you want to buy a car, please contact us for more detailed information!",Mercedes-Benz,GLE450,2022.0,Mercedes Benz GLE Class GLE 450 4Matic 2022,4 Billion 599 Million,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4883706,4.599
18932,18932,4883711,Domestic assembly,Used car,Sedan,30,White,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,8.7,"Mercedes Benz E200 exclusive white with black interior cruises 30km, beautiful car in brand new condition - Equipment: + 12.3-inch touch screen; Bluetooth connection New Touchpad with touch control on the center pedestal + Apple Carplay and Android Auto connection + USB port (type C) for the rear seat + Smart car locking system, start with KEYLESS-GO button + Speed control function Cruise Control with SPEEDTRONIC Vehicle does not crash, Does not flood, Sells the car with warranty, Supports buying the car in installments, Includes factory testing,.... If you need to contact us for more detailed information!",Mercedes-Benz,E200,2022.0,Mercedes Benz E class E200 Exclusive 2022,2 Billion 160 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4883711,2.16
18949,18949,4883800,Imported,Used car,SUV,50,Black,Black,5,7,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),8.4,"Mercedes sends customers a quote for the GLB35 AMG 2023. The car is available in all colors for immediate delivery. The car is imported directly in MEXICO - 7 seats. The upgraded version of the GLB35 is more upgraded than the GLB200 with new features. - With the GLB35AMG car line, the car is equipped with a powerful engine. Powerful up to 306 horsepower.- The car is equipped with a 2-wheel drive system.- New AMG rims and equipped with 20' rims with tubeless tires.- Equipped with a super wide panoramic sunroof.- The car's glass is equipped with black insulation for the rear compartment. - One-touch smart key and trunk kick.",Mercedes-Benz,GLB35,2022.0,Mercedes Benz GLB 35 4Matic 2022,2 Billion 879 Million,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4883800,2.879
18973,18973,4883893,Imported,Used car,SUV,50,Black,Cream,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),9.8," Mercedes Benz GLE450 4MATIC 2022Complete imported car.- GLE450 2022 is the latest mid-sized 7-seat SUV version of Mercedes Benz with new M256 engine with EQ-Boost technology.-9G-Tronic transmission helps maintain the car's power unchanged compared to the previous version but fuel consumption is significantly reduced - GLE450 2021 is upgraded with MBUx operating system with AI and touch screen and many unique features. - Supports installment payments with preferential interest rates, Quick procedures - Hottest promotions of the month - Contact now for more information.Send a message to the seller",Mercedes-Benz,GLE450,2022.0,Mercedes Benz GLE Class GLE 450 4Matic 2022,4 Billion 519 Million,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4883893,4.519
19055,19055,4884413,Domestic assembly,Used car,Sedan,68,Black,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,7.5, I'm selling a Mercedes Benz C250 Exclusive at the end of 2016. The car is fully preserved and maintained regularly at the company and is still available. The car is guaranteed to be accident free. Nationwide testing included. Price is negotiable. Please contact me. Contact us to view the car in Hanoi. Change name quickly,Mercedes-Benz,C250,2016.0,Mercedes Benz C class C250 Exclusive 2016,980 Million,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2016-4884413,0.98
19059,19059,4884462,Imported,Used car,Pickup,88,Green,Black,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,11.5," Selling a mazda BT50 automatic transmission year of production late 2019, very new. I bought a lot of toys for the car. The car is guaranteed to not crash or trip. Comfortable inspection. Please contact me to see the car.",Mazda,BT50,2019.0,Mazda BT50 Luxury 2.2L 4x2 AT 2019,550 Million,https://bonbanh.com/xe-mazda-bt50-luxury-2.2l-4x2-at-2019-4884462,0.55
19062,19062,4884484,Imported,Used car,Pickup,8,Orange,Colorful,4,5,Diesel,3.2,Automatic,4WD - Four-wheel drive (4WD),10.8,"I'm selling a car with automatic transmission, version 3.2, 4x4 wheel drive, year of production late 2015, registered in 2016, new form. Beautiful car, no need to discuss. Car is guaranteed to not crash or trip. Please see the car.",Ford,Ranger,2015.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2015,560 Million,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2015-4884484,0.56
19154,19154,4884957,Imported,Used car,SUV,1,Black,Cream,5,8,Diesel,4.5,Automatic,AWD - 4-wheel drive (AWD),15.5,Land Cruiser imported from the Middle EastManufactured in 2015 4.5l V8 Diesel EngineProvince SeaServices of Q-Auto.Buy - quickly sell high-end surfer cars (do not buy faulty cars or cars with legal problems).âœ“ Free withdrawal of documents Documents for vehicles with provincial and city license plates. âœ“ Free notarized sales contract. âœ“ Support fastest and best bank loan procedures. âœ“ Support customers with the fastest title change procedures. âœ“ Support Bao check/ Test as you wish. âœ“ Vehicles sold are guaranteed in writing about quality and legality.,Toyota,Land_Cruiser,2015.0,Toyota Land Cruiser GX.R 4.5 V8 2015,4 Billion 100 Million,https://bonbanh.com/xe-toyota-land_cruiser-gx.r-4.5-v8-2015-4884957,4.1
19162,19162,4884981,Imported,Used car,SUV,20,Black,Brown,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),11.9," GLS450 4 matic 20km surfing vehicle The vehicle is equipped with: Nappa leather steering wheel, integrated with 2 touch control buttons on the steering wheel (Touch Control Buttons), Automatic Throttle feature (Cruise Control) and Speed Limit (Speed Limit) )...... Anyone interested please contact for more detailed information",Mercedes-Benz,GLS450,2022.0,Mercedes Benz GLS 450 4Matic 2022,5 Billion 400 Million,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-4884981,5.4
19165,19165,4884987,Imported,Used car,SUV,20,White,Cream,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),11.9," GLS450 4 matic 20km surfing vehicle The vehicle is equipped with: Nappa leather steering wheel, integrated with 2 touch control buttons on the steering wheel (Touch Control Buttons), Automatic Throttle feature (Cruise Control) and Speed Limit (Speed Limit) )...... Anyone interested please contact for more detailed information",Mercedes-Benz,GLS450,2022.0,Mercedes Benz GLS 450 4Matic 2022,5 Billion 400 Million,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-4884987,5.4
19289,19289,4885468,Imported,Used car,SUV,7,Black,Black,5,7,Petrol,1.5,Automatic,FWD - Front-wheel drive,10.0, Mitsubishi Xpander 2019 AT version is a one-owner private car from the beginning. The car is beautiful and has no minor defects. Commitment to genuine integer machine without service tax,Mitsubishi,Xpander,2019.0,Mitsubishi Xpander 1.5 AT 2019,528 Million,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-4885468,0.528
19346,19346,4885713,Imported,Used car,Hatchback,31,Silver,Grey,5,5,Petrol,1.0,Manual,FWD - Front-wheel drive,7.1, My family wants to sell the car to a private owner. The chassis and transmission machinery are certainly without any minor defects. The owner needs to sell without using a mechanic,Kia,Morning,2011.0,Kia Morning LX 1.0 MT 2011,125 Million,https://bonbanh.com/xe-kia-morning-lx-1.0-mt-2011-4885713,0.125
19428,19428,4885964,Imported,Used car,SUV,3,Black,Black,5,7,Petrol,3.4,Automatic,AWD - 4-wheel drive (AWD),16.0," New customer needs to sell Landcruiser. Nice car, no problem, just not using it. Contact me to see the car",Toyota,Land_Cruiser,2021.0,Toyota Land Cruiser 3.5 V6 2021,4 Billion 600 Million,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2021-4885964,4.6
19464,19464,4886138,Imported,Used car,SUV,90,Silver,Black,5,7,Diesel,2.0,Automatic,FWD - Front-wheel drive,12.5,"Personal car with original owner's name wants to sell Santafe 2.0 diesel engine - Imported from Korea, manufactured in 2008 MLX - 90,000 km - beautiful condition, one owner has kept it, low mileage - original transmission engine, smooth running, smooth automatic transmission - 3-zone air conditioning, electric driver's seat, heated seats - interior is not moldy, original leather seats are not worn out. If you need to buy a car, please contact me directly.",Hyundai,Santa_Fe,2008.0,Hyundai SantaFe MLX 2.0L 2008,370 Million,https://bonbanh.com/xe-hyundai-santafe-mlx-2.0l-2008-4886138,0.37
19548,19548,4886714,Domestic assembly,Used car,SUV,25,Black,Cream,5,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,9.4," Unboxing the Merc car, with many surprises Price (including on-road fee) Black car with cream interior, extremely HOT Manufactured and registered December 2022 Long-term warranty of 3 years with unlimited kilometers Contact me for more information detailed vehicle information and many other attractive gifts â™¥ï¸â™¥ï¸â™¥ï¸",Mercedes-Benz,GLC200,2022.0,Mercedes Benz GLC 200 2022,1 Billion 799 Million,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-4886714,1.799
19634,19634,4887102,Imported,Used car,Pickup,6,Brown,Cream,4,5,Diesel,2.5,Automatic,RFD - Rear-wheel drive,10.2,"Quang anh auto offers to sell the Navara EL 2.5AT Premium, manufactured in 2018 in orange color, the car has been driven by an individual with more than 6k miles, the original tires are with the whole car, the car is regularly maintained, so it is still very new and beautiful, the car is guaranteed. Original condition from the beginning, original engine, no engine, no water damage, no water damage, car has not been hit or damaged... - Vehicle equipment: Genuine leather seats, reverse cam screen, car cruise cam, Electric folding mirrors, and many other features...- Bank loan support up to 70% of car value!- For further details, please contact directly!",Nissan,Navara,2018.0,Nissan Navara EL Premium R 2018,475 Million,https://bonbanh.com/xe-nissan-navara-el-premium-r-2018-4887102,0.475
19788,19788,4887964,Domestic assembly,Used car,Sedan,48,Black,Brown,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.9," Mazda 3 production 2020 1.5AT FL full version electric seats, ignition, sunroof, UHD screen, reverse cam, body insurance, tires according to the car, spare tire has never touched the ground, including a factory test, brand new car , how to withdraw hs for you guys.",Mazda,3,2020.0,Mazda 3 1.5L Luxury 2020,545 Million,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-4887964,0.545
19913,19913,4888900,Imported,Used car,SUV,3,Green,Black,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.3,"My customer changed to a new car XC60 Ultimate B6 2023 so he needs to marry a second wife - Volvo XC40 Model 2021, Extremely ""Exclusive"" Limited Thunder Grey Cement Grey! Volvo , 360-degree panoramic camera compared to the 19 and 20 versions, which do not have a sunroof, only a reverse camera. Very lovely price for willing ladies and gentlemen to come and see or call directly!",Volvo,XC40,2021.0,Volvo XC40 T5 AWD R-Design 2021,1 Billion 600 Million,https://bonbanh.com/xe-volvo-xc40-t5-awd-r-design-2021-4888900,1.6
19919,19919,4888941,Domestic assembly,Used car,Hatchback,5,Red,Black,5,5,Petrol,1.25,Manual,FWD - Front-wheel drive,8.3," For sale Kia Morning made in 2014, beautiful car from outside and inside, fun to play, good engine, solid base, cold air conditioner, private owner, long registration, anyone interested, call me",Kia,Morning,2014.0,Kia Morning EX 2014 car,165 Million,https://bonbanh.com/xe-kia-morning-ex-2014-4888941,0.165
19998,19998,4889627,Domestic assembly,Used car,Sedan,12,Grey,Cream,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,0.0," Gentra 2010.MT. a new subject. Excellent beautiful car. Commitment not to: crash, flood, taxi, or vandalism. Include documents, support nationwide shipping",Daewoo,Gentra SX,2010.0,Daewoo Gentra SX 1.5 MT 2010,142 Million,https://bonbanh.com/xe-daewoo-gentra-sx-1.5-mt-2010-4889627,0.142
20188,20188,4890429,Domestic assembly,Used car,SUV,20,Silver,Cream,5,8,Petrol,2.4,Manual,FWD - Front-wheel drive,0.0,"Mitsubitsi zinger gls 2008. Registered 2009 new version. Airbags, family car with very low mileage, genuine leather interior, extremely quiet engine. 8 seats for comfortable travel - The price can be reduced even more for those who are wise _ Traveling with this car when you need to recline the 2 rear seats to lie down and sleep is useless.",Mitsubishi,Zinger,2008.0,Mitsubishi Zinger GLS 2.4 MT 2008,199 Million,https://bonbanh.com/xe-mitsubishi-zinger-gls-2.4-mt-2008-4890429,0.199
20310,20310,4890853,Imported,Used car,Sedan,14,Silver,Grey,4,5,Petrol,1.8,Automatic,FWD - Front-wheel drive,7.7,"The family needs to sell a complete Toyota Corola imported from Japan. The 2007 production car has a full version with a sunroof and has run 140,000 kilometers. Super good, super durable car line. Original condition. Both motorbikes have original numbers, glue and original numbers. Some entertainment items have been installed such as Aldroi screen, sud subwoofer, reverse cam, reverse sensor. If you like, you can bring a technician or have it inspected at any garage. Thanks .",Toyota,Corolla,2007.0,Toyota Corolla GLi 1.8 AT 2007,255 Million,https://bonbanh.com/xe-toyota-corolla-gli-1.8-at-2007-4890853,0.255
20600,20600,4892192,Imported,Used car,SUV,22,Red,Black,5,7,Diesel,2.0,Automatic,4WD - Four-wheel drive (4WD),10.8,"Ford Everest Titanium 2.0 BiTurbo 4x4 2020 The family needs to sell the car and it's in very good condition. Rolling miles: 22,000 km. Interior and exterior are as good as new. Commitment to car not being crashed, not flooded, original transmission, car still under warranty. Brand check included. .",Ford,Everest,2020.0,Ford Everest Titanium 2.0L 4x4 AT 2020,1 Billion 11 Million,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2020-4892192,1.011
20888,20888,4893508,Domestic assembly,Used car,Sedan,5,White,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.9,"Mazda 3 2020 luxury from new white Original from province - 1 owner from the beginning - odo 5v standard Extremely beautiful car with lots of original paint, tires according to the car Vehicle equipped with: Start/Stop, screen, reversing camera, sensors, integrated steering wheel, Automatic air conditioning, safety airbags, electric folding mirrors, electric seats, electronic handbrake, Bluetooth, USB/Ipod, CD/Radio, ABS, EBD,... and many other amenities.",Mazda,3,2020.0,Mazda 3 1.5L Luxury 2020,608 Million,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-4893508,0.608
20905,20905,4893612,Imported,Used car,Van/Minivan,13,Brown,Grey,4,2,Petrol,1.0,Automatic,FWD - Front-wheel drive,8.3," I have a genuine 2014 Van. Want to sell. If you want to buy it, please inbox me or come see the car in person! The car has not had any collision yet! Registered 7/2023",Kia,Morning,2014.0,Kia Morning Van 1.0 AT 2014,215 Million,https://bonbanh.com/xe-kia-morning-van-1.0-at-2014-4893612,0.215
20982,20982,4893926,Domestic assembly,Used car,SUV,30,White,Black,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4,"Mercedes GLC200 4matic white color with black interior - Car runs on dealer quota, only dials the number and then enters the warehouse, 100% new - Equipment: keyless go smart key, trunk kick, 360 cam, Bumester speaker, touch screen Applicable...- Warranty until 2025- Only need to pay 2% of registration to transfer the title, get a new license plate- The bank supports 70% of the car's value. Customers please contact us for detailed information and advice. details",Mercedes-Benz,GLC200,2022.0,Mercedes Benz GLC 200 4Matic 2022,Billion 109 Million,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-4893926,0.109
21104,21104,4894418,Domestic assembly,Used car,Sedan,50,White,Black,4,5,Petrol,1.5,Automatic,RFD - Rear-wheel drive,8.7,"E180 SUPER SURFACE, only 50km, SUPER DEAL for customers, buy this new one now like buying a showroom and also get tax discount, only at MBAautoMBAauto - Class Surfing Carâœ“ Check the brand comfortablyâœ“ NO accidentsâœ“ NO hydro clickâœ“ DO NOT rewind the clockâœ“ DO NOT turn on the engineâœ“ Bank supports 70% of car value for quick procedures",Mercedes-Benz,E180,2022.0,Mercedes Benz E class E180 2022,1 Billion 899 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-4894418,1.899
21116,21116,4894470,Imported,Used car,SUV,50,Black,Cream,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),9.8," [ Genuine Surfing Car ] Rare item GLE450 4Matic Rolling only 39 km, no different from a new car Manufactured: 2022 Registered: 2023 Genuine warranty until 2026 Save up to 500 million compared to a new car with the same version Upgraded version of wheels and high air filtration system levelContact for best negotiation",Mercedes-Benz,GLE450,2022.0,Mercedes Benz GLE Class GLE 450 4Matic 2022,4 Billion 519 Million,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4894470,4.519
21314,21314,4895275,Domestic assembly,Used car,Sedan,10,Black,Black,4,5,Petrol,1.6,Manual,FWD - Front-wheel drive,7.9,"CHEVROLET Cruze 2011 manual transmission very nice privately owned car, guaranteed original with no minor defects, anyone interested to see it in Kinh Mon town, Hai Duong",Chevrolet,Cruze,2011.0,Chevrolet Cruze LS 1.6 MT 2011,220 Million,https://bonbanh.com/xe-chevrolet-cruze-ls-1.6-mt-2011-4895275,0.22
21355,21355,4895567,Imported,Used car,SUV,10,White,Grey,5,7,Diesel,2.2,Automatic,FWD - Front-wheel drive,11.0," Hyundai Santafe 2.2l manufactured in 2014, completely imported, full diesel version, 7 seats, car used by one owner from the beginning, new tires replaced with thick tires, low mileage car, well maintained, interior and exterior are like new, Do not crash or flood the original original engine.",Hyundai,Santa_Fe,2014.0,Hyundai SantaFe 2.2L 2014,668 Million,https://bonbanh.com/xe-hyundai-santafe-2.2l-2014-4895567,0.668
21613,21613,4896536,Domestic assembly,Used car,Sedan,75,Black,Cream,4,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,7.3,"Hai Binh Auto Salon Sells ALTIS 2.0V 2013, private name, genuine cowhide seats, electric seats, auto air conditioning, integrated steering wheel, sport gear selector, strong engine, whisper-quiet engine. 5 GOLDEN CRITERIA AT AUTO HAI BINH...1.The vehicle has not had an accident.2.The vehicle has not had its engine and transmission overhauled.3.The vehicle has not been hydro-damaged.4.The vehicle has not been fined.5.Documents with the vehicle Valid, eligible to buy, sell, transfer title...- Support for title transfer and installment loan through bank up to 65% of car value with low interest rate ...â€”â€”â€”â€”â€”â€”â€”â€”â€” â€”â€” Ì‰ Ì€ Hoan Lao - Bo Trach - Quang Binh",Toyota,Corolla_altis,2013.0,Toyota Corolla altis 2.0V 2013,435 Million,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2013-4896536,0.435
21814,21814,4897478,Domestic assembly,Used car,SUV,49,Grey,Black,5,5,Petrol,2.4,Automatic,FWD - Front-wheel drive,10.5,"Selling honda civic 12/2011 version 2.4, 1 owner bought new in good condition, good owner, please call phone number to see car in Long Thanh, Dong Nai",Honda,CR-V,2011.0,Honda CRV 2.4 AT 2011,395 Million,https://bonbanh.com/xe-honda-crv-2.4-at-2011-4897478,0.395
21842,21842,4897584,Imported,Used car,Pickup,20,White,Black,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,10.8, Gia Dinh has a car,Ford,Ranger,2015.0,Ford Ranger XLS 2.2L 4x2 AT 2015,465 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2015-4897584,0.465
21852,21852,4897629,Domestic assembly,Used car,Crossover,9,Cream,Black,5,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,8.2,"Hai Binh Auto Salon Sells Hyundai Tucson 2.0 special 2022 gasoline engine with zin paint throughout the car. The car is fully equipped with the line's modern amenities. The interior and exterior are flawlessly beautiful. Salon Auto Hai Binh sells 2-year warranty papers to customers. The car was not in an accident. The car was not flooded or damaged. The car has not had its engine overhauled. The vehicle is not fined. 100% refund for errors as committed. Guaranteed documents are valid and eligible to buy, sell and transfer names. Make sure to clearly identify the origin and correct year of manufacture. You can check at the company or garage - Support for title transfer and installment loans through banks up to 70% of car value with low interest rates ...â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” Ì‰ Ì€ Hoan Lao - Bo Trach - Quang Binh",Hyundai,Tucson,2022.0,Hyundai Tucson 2.0 AT Special 2022,880 Million,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2022-4897629,0.88
21879,21879,4897714,Domestic assembly,Used car,Van/Minivan,1,White,Brown,5,7,Diesel,2.2,Automatic,FWD - Front-wheel drive,8.9," 100% new car just bought this morning for 1730 million Selling price at a LOSS quickly for you guys (The tax plate has been issued, the SG plate is finished) Carnival Signature 7C Full oilâœ“100% new carâœ“Color white/unique brown âœ“ODO 1km âœ“Genuine warranty 2025",Kia,Carnival,2022.0,Kia Carnival Signature 2.2D 2022,1 Billion 568 Million,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-4897714,1.568
22096,22096,4898533,Domestic assembly,Used car,Sedan,6,White,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.6," I sell mazda3 1.5 2015 car with private name, engine, number, original body, I will cover the brand, guarantee the origin of the car, anyone who wants to see the car in person!",Mazda,3,2015.0,Mazda 3 1.5 AT 2015,433 Million,https://bonbanh.com/xe-mazda-3-1.5-at-2015-4898533,0.433
22165,22165,4898763,Domestic assembly,Used car,Hatchback,8,Red,Black,5,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,6.8," The family needs to sell a beautiful red 2011 Fo fiasta Hatbach version. The car is equipped with abs brakes, andoroi screen air bubbles. Two-way air conditioning electric mirrors. Integrated steering wheel. An American-made car with a beautiful, wide and tall body. Guaranteed that the car is original from the manufacturer. No collisions or defects, the mechanic is comfortable. The car is a private owner, so buying and selling is very convenient for those who need to transfer the title or withdraw their ownership. If you come to see the car, you can find it. If there's a problem with the car, I'll give you 30 million.",Ford,Fiesta,2011.0,Ford Fiesta S 1.6 AT 2011,236 Million,https://bonbanh.com/xe-ford-fiesta-s-1.6-at-2011-4898763,0.236
22229,22229,4899104,Imported,Used car,SUV,63,Black,Black,5,7,Petrol,1.5,Automatic,FWD - Front-wheel drive,8.2," The car is flawlessly beautiful, the exterior design is sturdy, more imposing and stronger. Spacious, sophisticated interior, many new features",Honda,CR-V,2019.0,Honda CRV L 2019,810 Million,https://bonbanh.com/xe-honda-crv-l-2019-4899104,0.81
22256,22256,4899255,Imported,Used car,SUV,68,White,Brown,5,8,Diesel,2.4,Manual,RFD - Rear-wheel drive,11.1,"For sale Toyota Fortuner, white color, manual transmission diesel engine, manufactured in 2017. Company car purchased new from a specialized supplier, original car, almost new, no collision or water damage.",Toyota,Fortuner,2017.0,Toyota Fortuner 2.4G 4x2 MT 2017,720 Million,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2017-4899255,0.72
22397,22397,4900103,Imported,Used car,SUV,50,Black,Black,5,7,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),8.4, Genuine Surfing Car - â–ªï¸Imported: Mexicoâ–ªï¸Used: 50 Kmâ–ªï¸Genuine 3-year warrantyâ–ªï¸Save more than 300 million compared to a new car,Mercedes-Benz,GLB35,2022.0,Mercedes Benz GLB 35 4Matic 2022,2 Billion 899 Million,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4900103,2.899
22505,22505,4900839,Domestic assembly,Used car,Crossover,6,Red,White,5,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,9.7," Huynhdai Tucson 2017 full version 2.0 engine Panoramic sunroof beautiful car with no minor defects Full version car. 8 safety airbags, panoramic sunroof, 2 electric main seats with electronic handbrake, automatic air conditioning, many more systems to mention, etc. Very lovely price 6xx million, withdraw documents For more detailed information Please contact me to see the car in Kinh Mon town, Hai Duong",Hyundai,Tucson,2017.0,Hyundai Tucson 2.0 ATH 2017,678 Million,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2017-4900839,0.678
22667,22667,4901810,Domestic assembly,Used car,Sedan,70,Yellow,Black,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,9.3,Hai Binh Auto Salon Selling one-owner Toyota Vios E 2016 Support for title transfer and installment loans through banks up to 60% of car value with low interest rates ...â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” Ì‰ Ì€ Complete Lao - Bo Trach - Quang Binh,Toyota,Vios,2016.0,Toyota Vios 1.5E 2016,335 Million,https://bonbanh.com/xe-toyota-vios-1.5e-2016-4901810,0.335
22716,22716,4902204,Domestic assembly,Used car,Sedan,50,White,Brown,4,5,Petrol,3.0,Automatic,RFD - Rear-wheel drive,4.1,"Mercedes-Benz S400L Manufactured in 2017 ( Up to full Maybach )Color White // Brown Interior --- - Mercedes S400 is considered a classy luxury car for successful businessmen. - Equipped with an engine block The twin-turbo V6 3.0 produces 333 horsepower. Consumption rate 8 liters/100km - Lazang Maybach - 20 inches - Smart full LED headlight cluster with unique and modern curving LED daytime running lights - Retractable doors - Luxurious interior compartment using high quality materials High quality materials such as leather, wood and aluminum alloy. Very good price at the moment Bank support 70%",Mercedes-Benz,S400L,2017.0,Mercedes Benz S class S400L 2017,2 Billion 80 Million,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-4902204,2.08
